,time,low,high,open,volume,TOMORROW_CLOSE,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,log_momentum,Subjectivity Bitcoin,Polarity Bitcoin,Subjectivity russia-ukraine,Polarity russia-ukraine
10,2021-02-01,32333.0,34728.57,33137.75,21975.41378272,35512.67,33522.49428571428,34324.600476190484,34196.510349405675,33807.28493482085,-389.2254145848274,2264.475674235591,38853.55182466167,29795.6491277193,34845.38646551518,35511.67,10.477616653837218,0.2839352678571428,0.0896922123015873,0.392066207,0.062327027
11,2021-02-02,33450.0,36000.0,33534.39,19995.83908338,37678.37,34561.24285714286,34338.1580952381,34478.4468845781,34405.68995705553,-72.75692752256873,2284.532613605278,38907.223322448655,29769.09286802754,36734.04215517173,37677.37,10.5368149279528,0.2158329725829725,0.0604415584415584,0.3399151,0.048451608
12,2021-02-03,35393.8,37723.72,35513.0,23781.96945181,36975.0,35059.24428571429,34235.770476190475,34679.21513777368,34802.569777921955,123.35464014827448,2099.9925834570786,38435.75564310463,30035.78530927632,36894.68071839058,36974.0,10.51797024191239,0.2817186088527552,0.0802393857271906,0.421998333,0.094884506
13,2021-02-04,36156.45,38769.0,37688.42,31699.36292316,38311.49,35637.72714285714,34309.90476190476,34969.474628315125,35344.25302360704,374.7783952919126,2217.550428947708,38745.00561980018,29874.803904009343,37839.22023946352,38310.49,10.553479028007052,0.3057839423648247,0.0779170380273321,0.335382297,0.109031713
14,2021-02-05,36605.87,38349.0,36976.59,17842.70173175,39265.43,36344.84142857143,34465.07095238095,35310.77740173878,35949.25879757607,638.4813958372906,2444.60929807383,39354.289548528606,29575.85235623329,38790.02674648784,39264.43,10.578074298958413,0.3821176668159426,-0.0366957754888789,0.353667973,0.043945286
15,2021-02-06,38250.0,41000.0,38327.09,27102.80602941,38871.42,37163.938571428575,34610.37666666667,35592.14951475065,36399.92367411618,807.7741593655301,2613.9910371620085,39838.35874099069,29382.39459234265,38844.28891549595,38870.42,10.567988829036157,0.188580808080808,0.068407738095238,0.399907777,0.101605655
16,2021-02-07,37371.35,39737.83,39266.1,20297.87256102,46448.1,39008.92571428571,35078.18,36445.79313422691,37949.00099858451,1503.2078643576024,3661.5531689666873,42401.28633793337,27755.073662066625,43913.49630516532,46447.1,10.746069309569622,0.2165845959595959,0.0310834034792368,0.367148589,0.077001353
17,2021-02-08,38057.01,46750.0,38871.43,47934.0103883,46514.73,40580.64857142857,35582.82047619048,37233.957217915406,39269.11585603901,2035.1586381236048,4432.167173412435,44447.15482301535,26718.486129365607,45647.65210172177,46513.73,10.747502816809394,0.1926360306360306,0.0496053391053391,0.295501257,0.056105962
18,2021-02-09,45020.0,48200.0,46453.66,36418.79365116,44850.0,41605.16714285715,36027.91142857143,37827.62161549776,40128.98679438425,2301.365178886488,4871.32503209064,45770.56149275271,26285.26136439015,45115.884033907256,44849.0,10.711056570694335,0.2156014692378328,0.0442819018103109,0.30533698,0.06295131
19,2021-02-10,43706.86,47349.99,46514.73,25818.01157857,47997.91,43179.868571428575,36844.19523809524,38617.32719552729,41341.10923168205,2723.782036154764,5371.848507428913,47587.89225295306,26100.49822323741,47037.23467796909,47996.91,10.778891912817867,0.2961119410983541,0.0447047075307944,0.374137969,0.10505273
20,2021-02-11,44011.0,48690.0,44850.0,26222.60477552,47408.34,44479.41857142858,37531.02428571429,39297.50327333066,42275.52009177086,2978.016818440199,5761.666152920158,49054.356591554606,26007.69197987397,47284.6382259897,47407.34,10.76653234801546,0.3534441638608305,0.0307218838713936,0.350572075,0.091870589
21,2021-02-12,46300.0,48912.0,47993.6,23503.15583529,47232.45,45617.56428571428,38251.04523809524,39909.42609194592,43038.80948902831,3129.3833970823907,5990.829861571456,50232.70496123815,26269.38551495233,47249.8460753299,47231.45,10.762815263244647,0.2311946532999164,0.0923040239487607,0.365585051,0.0407823
22,2021-02-13,46300.0,48199.0,47408.34,12020.8773325,48680.69,47018.88857142856,39031.62285714286,40583.79121161772,43907.45052540252,3323.659313784803,6237.915430832767,51507.45371880839,26555.791995477324,48203.74202510997,48679.69,10.793017178962865,0.3283218864468864,0.0144612332112332,0.39823459,0.090381713
23,2021-02-14,47100.13,49700.0,47240.75,15146.55244091,47936.37,47231.49857142857,39778.027619047614,41147.49923682873,44527.68269586641,3380.183459037682,6324.544350921196,52427.11632089,27128.938917205225,48025.49400837,47935.37,10.777608924267165,0.3653145887445888,0.0695033766233766,0.341370207,0.040075414
24,2021-02-15,45768.46,49093.44,48667.23,19432.15278111,49158.71,47609.21000000001,40570.78428571428,41760.11418371062,45240.53588890031,3480.421705189692,6410.867314591365,53392.51891489701,27749.04965653155,48780.97133612333,49157.71,10.8027889800075,0.3074115940748594,0.0392568358512236,0.349086628,0.117665912
25,2021-02-16,47051.22,50645.0,47935.66,23053.20561135,52170.01,48654.92571428571,41607.11190476191,42554.25340913696,46307.09934827004,3752.845939133076,6444.660928331795,54496.4337614255,28717.790048098315,51040.33044537444,52169.01,10.862243919413151,0.254629329004329,0.0422680360633989,0.315004735,0.091804307
26,2021-02-17,48942.87,52640.35,49141.43,25675.171441,51601.73,49169.75714285714,42469.62333333334,43242.93385816164,47121.97502011736,3879.04116195572,6515.516602617449,55500.65653856823,29438.59012809844,51414.596815124816,51600.73,10.851291098656404,0.2843448307964437,0.0600722664432341,0.347707788,0.071335289
27,2021-02-18,50875.0,52549.99,52170.01,15689.40275173,55983.56,50394.788571428566,43503.9780952381,44210.75270810192,48485.7448510961,4274.99214299419,6862.34164061558,57228.66137646926,29779.29481400693,54460.57227170828,55982.56,10.93279549264191,0.2925882198609471,0.1448461891643709,0.360026348,0.049999443
28,2021-02-19,50725.0,56370.05,51596.0,27961.48197104,55923.52,51636.37,44532.92523809524,45098.81443244995,49630.33686084083,4531.522428390876,7033.56438648546,58600.05401106616,30465.79646512432,55435.87075723609,55922.52,10.931722440270006,0.2585654901922025,0.0952844821337972,0.381471194,0.144183123
29,2021-02-20,54000.1,57563.57,55983.57,22137.82194494,57489.16,52894.72285714286,45692.51666666667,46036.61282161815,50839.671685051006,4803.05886343286,7068.226914390469,59828.9704954476,31556.062837885733,56804.73025241203,57488.16,10.959334292538962,0.2758851715916933,0.09836415396198,0.312755038,0.074205458
30,2021-02-21,55531.23,58367.0,55921.44,13530.43444443,54142.13,53781.26,46673.89476190476,46649.11341363964,51347.84356904902,4698.7301554093865,6717.582200763661,60109.05916343208,33238.73036037744,55029.66341747068,54141.13,10.899349434764297,0.3525026864388566,-0.0107322920504436,0.37783188,0.139106203
31,2021-02-22,46616.0,57577.69,57489.16,49449.16575779,48899.99,53744.3,47311.38619047619,46818.94953488407,50971.18713371036,4152.237598826287,6222.404971359978,59756.19613319614,34866.57624775623,50943.21447249023,48898.99,10.797512020852931,0.2893519884997158,0.0694046525864707,0.329823834,0.074601854
32,2021-02-23,44888.08,54206.22,54125.67,72300.585728,49737.82,53396.84428571428,47885.64571428571,47038.88466935146,50781.41123851693,3742.5265691654713,5833.24008868025,59552.12589164621,36219.16553692521,50139.61815749674,49736.82,10.814500782864895,0.2711680747567844,0.0853077433319368,0.337679401,0.076106085
33,2021-02-24,47002.0,51415.41,48899.99,30732.14949499,47058.48,52747.80857142858,48365.81142857143,47040.35928511958,50208.58335742724,3168.224072307661,5278.892262981273,58923.59595453397,37808.02690260888,48085.52605249892,47057.48,10.75912511218629,0.2914042809042809,0.0492126422959756,0.360397492,0.053203318
34,2021-02-25,46700.0,52107.83,49737.81,28011.20414657,46326.2,51368.18571428571,48747.46428571428,46986.679659266185,49611.23252397701,2624.552864710822,4781.9758934102165,58311.41607253472,39183.51249889385,46912.64201749964,46325.2,10.7434413684675,0.2970722591362126,0.0605274086378737,0.334686785,0.104075049
35,2021-02-26,44150.0,48464.64,47063.9,36048.6181927,46180.75,49976.36142857142,49076.76523809524,46926.16813369584,49083.42031066326,2157.252176967428,4311.308939696498,57699.38311748824,40454.14735870225,46424.71400583321,46179.75,10.740296669294873,0.3340296296296297,0.023416835016835,0.358470871,0.089825337
36,2021-02-27,45055.0,48356.86,46319.79,16290.28071728,45231.75,48225.30285714286,49379.63809523809,46799.07454202531,48490.8122584963,1691.7377164709906,3744.705561877591,56869.04921899328,41890.22697148291,45629.40466861107,45230.75,10.719532444249069,0.2381589706589706,0.0594053631553631,0.343424534,0.094983684
37,2021-02-28,43016.0,46656.0,46169.92,22745.60600179,49639.4,47582.055714285714,49531.60476190476,47011.92083868112,48667.52901298846,1655.608174307337,3684.053367712929,56899.711497330616,42163.498026478905,48302.734889537016,49638.4,10.81252000672817,0.501714257964258,0.1012474504662004,0.312429332,0.102768894
38,2021-03-01,45042.13,49829.0,45231.74,25068.25043716,48511.6,47526.57142857143,49626.693809523815,47124.20580673825,48643.53867645427,1519.3328697160175,3627.629944205384,56881.95369793458,42371.43392111305,48441.97829651234,48510.6,10.789537609746567,0.3078858024691358,0.0952623456790123,0.364197607,0.103503697
39,2021-03-02,47075.11,50250.0,49635.3,17063.56302004,50360.0,47615.45428571429,49889.07476190476,47366.285004364974,48907.62136316399,1541.336358799017,3460.268742549776,56809.61224700431,42968.53727680521,49720.65943217077,50359.0,10.826932630931742,0.3347807621671257,0.0684647612488521,0.375693207,0.111326288
40,2021-03-03,48161.75,52666.0,48502.18,21301.47723933,48368.52,47802.60285714285,49906.72285714286,47441.20976890499,48824.6795788825,1383.4698099775123,3451.0740174621355,56808.87089206713,43004.57482221859,48819.233144056925,48367.52,10.786583793053358,0.3069993920688365,0.0891612888140666,0.323282197,0.055350757
41,2021-03-04,47502.0,51798.33,50370.33,23386.97957577,48769.47,48151.64142857143,49971.53857142857,47540.43958990426,48816.18552775847,1275.7459378542117,3414.3919079908915,56800.32238741036,43142.75475544679,48786.057714685645,48768.47,10.79483927646707,0.3225261544011544,0.0778084415584415,0.320364074,0.089941429
42,2021-03-05,46219.32,49473.99,48370.97,25468.18029576,48909.84,48541.51142857143,50051.41428571429,47642.67818453827,48830.59429530284,1187.9161107645632,3366.39315111241,56784.20058793911,43318.62798348947,48868.57923822855,48908.84,10.797713436220867,0.2427142857142857,0.0784047619047619,0.278840747,0.087187279
43,2021-03-06,47077.0,49210.0,48766.01,11877.83755909,50978.61,49362.49142857143,50160.839047619054,47891.59111577815,49161.0657642191,1269.4746484409552,3356.9436578039085,56874.72636322687,43446.95173201124,50275.26641274285,50977.61,10.839141795701297,0.2476374191651969,0.0520061728395061,0.365008774,0.098289103
44,2021-03-07,48909.83,51459.0,48909.84,13965.15473114,52415.23,49759.03857142857,50374.1180952381,48228.9429339912,49661.716048423936,1432.7731144327408,3350.8221637423626,57075.76242272282,43672.47376775337,51701.90880424762,52414.23,10.86693339832756,0.2787739463601533,0.1314750957854406,0.323946786,0.026974857
45,2021-03-08,49328.62,52425.0,50976.22,18856.28684439,54916.38,50674.00714285715,50648.292857142864,48727.41083933543,50470.13904830189,1742.7282089664586,3479.486327266183,57607.26551167523,43689.3202026105,53844.889601415874,54915.38,10.913548733983626,0.224140798226164,0.0352092352092352,0.336163053,0.120835005
46,2021-03-09,51845.01,54936.0,52413.17,21177.14953983,55890.69,51464.10571428571,50825.4680952381,49261.09947314814,51304.08145186657,2042.9819787184315,3651.331225788355,58128.13054681481,43522.80564366139,55208.75653380529,55889.69,10.93113520563895,0.2826181879123056,0.1262636165577342,0.328097677,0.064814224
47,2021-03-10,53025.0,57402.14,54921.61,28326.07770941,57815.47,52813.67,51121.36047619047,49898.15563674555,52305.84521289018,2407.6895761446285,3956.408347029625,59034.17717024972,43208.54378213122,56946.565511268425,57814.47,10.964994369349894,0.278638739309471,0.0719347217822827,0.36797672,0.041703402
48,2021-03-11,54283.0,58113.0,55888.7,24369.21216789,57225.91,54021.73285714286,51180.52,50443.64719503564,53062.78572267808,2619.1385276424407,4041.1284563461886,59262.77691269237,43098.26308730762,57132.79517042281,57224.91,10.954744572080344,0.2333778825995807,0.0687035448827901,0.349558344,0.059703117
49,2021-03-12,55050.0,58065.92,57820.15,21760.53824103,61178.5,55774.39857142857,51430.75714285714,51242.47566288436,54311.36757002069,3068.891907136327,4487.554723417017,60405.86658969117,42455.64769602311,59829.93172347427,61177.5,11.021534753842843,0.3322563874034462,0.050116779666412,0.300657211,0.057486502
50,2021-03-13,56083.74,61788.45,57220.84,22301.28588901,58972.7,56916.41142857143,51501.4019047619,51817.52052419898,55028.50070027305,3210.9801760740665,4598.014791538534,60697.43148783897,42305.37232168483,59258.44390782475,58971.7,10.984812946796762,0.3471666791063342,0.099354505647609,0.32835504,0.059999329
51,2021-03-14,58950.0,61680.0,61181.38,13581.96759058,55636.15,57376.54285714286,51572.54571428571,52101.49567125756,55121.98576651471,3020.490095257148,4652.15652750385,60876.85876929341,42268.232659278015,56843.58130260825,55635.15,10.92657047473268,0.3853703703703703,0.1317757936507936,0.387014132,0.088306127
52,2021-03-15,54568.0,60601.07,58972.71,31651.39184131,56927.11,57663.79,51954.78952380953,52460.25134513459,55399.69859114831,2939.4472460137185,4750.324698604903,61455.43892101933,42454.14012659973,56899.267100869416,56926.11,10.949509390083067,0.405806943897853,0.0669235646508373,0.440232795,0.031210142
53,2021-03-16,53221.0,56970.0,55629.08,24432.37878722,58925.54,58097.34,52392.3,52940.777309272096,55942.13805158029,3001.360742308192,4954.636108853105,62301.57221770621,42483.02778229379,58250.1157002898,58924.54,10.984012921240131,0.4362241462241462,0.1279435225268558,0.367506321,0.069197797
54,2021-03-17,54138.01,58996.38,56924.26,22687.57433043,57644.95,58072.98,52896.41761904762,53290.32277893492,56204.11006888784,2913.7872899529248,4923.272537665381,62742.96269437838,43049.87254371686,57846.67190009661,57643.95,10.962040576564911,0.4034243539061247,0.0672569068662818,0.351818046,0.070600785
55,2021-03-18,56996.15,60100.0,58925.54,21459.4962399,58039.66,58189.23,53454.20142857143,53643.14259835075,56486.50323095686,2843.3606326061126,4803.768592931384,63061.738614434194,43846.664242708655,57975.33063336554,58038.66,10.96886461920576,0.3000749015579524,0.0723273901240002,0.33170786,0.044762309
56,2021-03-19,56260.0,59461.99,57644.95,16429.629743,58116.7,57751.83,54022.58000000001,53975.40407201039,56737.30338390614,2761.8993118957515,4602.040378591994,63226.660757184,44818.49924281602,58069.57687778852,58115.7,10.970191130088292,0.3575576612397264,0.1480315970261622,0.34870946,0.076164356
57,2021-03-20,57827.97,59928.0,58026.91,9725.28123717,57363.32,57521.91857142857,54600.27380952381,54226.98256427186,56833.613843749336,2606.6312794774785,4185.982750165837,62972.23930985548,46228.308309192136,57598.73895926284,57362.32,10.957142920759615,0.337064935064935,0.0766005462791177,0.308637702,0.099671764
58,2021-03-21,55543.89,58651.22,58126.34,11841.63877891,54110.07,57303.90714285714,54813.16285714285,54218.30251128691,56414.60632102362,2196.303809736717,4031.91831412823,62876.99948539931,46749.32622888639,55272.95965308761,54109.07,10.898757103277845,0.3913971560846561,0.0466228505291005,0.351777802,0.038750008
59,2021-03-22,53739.5,58421.68,57377.29,19512.15647151,54345.54,56935.11142857144,55090.96952380953,54227.747522983846,56096.28792566758,1868.540402683735,3768.39206496033,62627.75365373019,47554.18539388887,54654.67988436254,54344.54,10.903099427521314,0.2677651515151515,0.0021567566420507,0.284178863,0.066886634
60,2021-03-23,53000.0,55858.0,54111.49,19221.75674,52276.16,55985.2,55182.21523809524,54082.90131115598,55508.57515626506,1425.673845109079,3670.0259790453006,62522.26719618584,47842.16328000464,53068.99996145418,52275.16,10.86427658502864,0.2976592851592852,0.0419153069153069,0.343483244,0.04151119
61,2021-03-24,51673.82,57209.97,54333.27,23775.21362623,51325.01,55082.35142857144,55323.00047619048,53878.24128669956,54864.94902404155,986.7077373419888,3445.4112456999947,62213.82296759047,48432.17798479049,51906.33998715139,51324.01,10.84591395285551,0.2750813131313131,0.0443841269841269,0.319104041,0.066362258
62,2021-03-25,50305.0,53238.0,52259.69,29642.04415588,55072.44,54658.462857142855,55623.14190476191,53966.8494904368,54896.87074301607,930.021252579274,3103.541601700779,61830.22510816346,49416.05870136035,54017.07332905047,55071.44,10.916386530452884,0.3223823601872382,0.1137370657797487,0.415342032,0.1372303
63,2021-03-26,51250.0,55125.13,51320.76,17843.00738205,55856.53,54335.58142857144,55953.93666666666,54107.04416586239,55044.51074754191,937.466581679524,2695.621712552522,61345.180091771705,50562.69324156162,55243.37777635016,55855.53,10.930523814815,0.3072619047619047,0.0526785714285714,0.341867928,0.09317788
64,2021-03-27,53966.0,56640.0,55080.9,11333.33349523,55778.82,54109.224285714285,56182.51809523809,54231.05824753339,55157.48147870748,926.4232311740924,2444.453721093418,61071.425537424926,51293.610653051255,55600.33925878338,55777.82,10.929131578309471,0.222026862026862,0.0396794871794871,0.336788878,0.067272613
65,2021-03-28,54701.0,56587.08,55856.54,9235.80302347,57613.48,54609.71142857144,56430.0538095238,54481.94299654893,55535.3276228099,1053.384626260966,2302.9928326519043,61036.03947482761,51824.06814421999,56942.43308626113,57612.48,10.961494489881815,0.2932933501683502,0.0874810606060605,0.337937911,0.093924092
66,2021-03-29,54900.0,58400.0,55781.22,17552.36885101,58786.46,55244.12857142857,56614.34333333333,54801.19080252408,56035.50207858624,1234.3112760621589,2330.490788197761,61275.32490972885,51953.36175693781,58171.78436208705,58785.46,10.981649824396683,0.3310157126823793,0.0197306397306397,0.366845713,0.063999943
67,2021-03-30,57000.0,59397.48,57613.76,15105.07669026,58800.0,56176.10571428571,56752.8819047619,55097.7383631588,56460.8096265982,1363.0712634394004,2371.4353833063824,61495.75267137467,52010.01113814914,58590.59478736235,58799.0,10.98188012693938,0.3583164436573527,0.1239939984258166,0.380865131,0.043257229
68,2021-03-31,56873.8,59800.0,58786.46,17376.62672814,58726.48,57233.45857142857,56796.26333333332,55366.81925250169,56809.374421124645,1442.555168622952,2400.00615218058,61596.27563769448,51996.25102897216,58681.18492912078,58725.48,10.98062898318464,0.3168063801278086,0.0984015452140452,0.305812354,0.039968307
69,2021-04-01,57930.0,59474.94,58800.01,11096.33004907,58981.04,57791.83,56879.84095238095,55634.80231611122,57143.47691657527,1508.6746004640518,2445.8388525065084,61771.518657393965,51988.16324736793,58881.08830970692,58980.04,10.984954360565036,0.3213448773448773,0.0839154813440527,0.33093864,0.019833801
70,2021-04-02,58441.88,60055.02,58726.47,10966.93017846,57094.34,57968.66000000001,56685.357142857145,55743.01455509589,57135.91738905864,1392.9028339627548,2240.711840987752,61166.78082483265,52203.93346088164,57689.9227699023,57093.34,10.952442751363312,0.2898989898989899,0.0744318181818182,0.319271886,0.007949266
71,2021-04-03,56943.0,59752.0,58981.04,8405.26400491,58215.94,58316.82000000001,56649.32095238095,55926.34847910293,57302.074748963416,1375.7262698604827,2207.9319155694857,61065.18478351992,52233.457121241976,58040.60092330077,58214.94,10.971897301808385,0.3482010582010582,0.0567019400352733,0.18452381,0.055952381
72,2021-04-04,56478.53,58500.0,57094.34,6301.43187883,59123.02,58532.468571428566,56815.36238095239,56163.323588392224,57582.22022233834,1418.8966339461183,2258.461573717904,61332.2855283882,52298.439233516576,58762.21364110025,59122.02,10.987358722832694,0.2378401360544217,0.0840773809523809,0.373085317,0.18265377
73,2021-04-05,56817.64,59251.76,58216.73,9204.86323941,58019.98,58422.97142857144,56867.40380952381,56300.95297670383,57649.56789063919,1348.6149139353583,2273.7052926986976,61414.8143949212,52319.99322412641,58267.39121370009,58018.98,10.968525477376083,0.2767672902494331,0.0777791950113378,0.205757576,0.030227273
74,2021-04-06,57333.33,59475.0,59134.07,10354.33014603,55955.75,58016.65000000001,56725.98523809524,56275.36529457315,57388.98048945673,1113.615194883576,2231.254353402473,61188.49394490018,52263.47653129029,56726.29707123336,55954.75,10.932298607366176,0.2582167658730159,0.0726612103174603,0.354282407,-0.01255787
75,2021-04-07,55400.0,58630.0,58021.67,17787.29445084,58083.1,57924.73857142857,56746.84952380953,56409.35443747376,57495.768118042,1086.41368056825,2242.2984006162205,61231.446325041965,52262.25272257709,57630.83235707778,58082.1,10.969612805869822,0.2955333786583786,0.0609949494949495,0.086805556,0.00703125
76,2021-04-08,55700.0,58152.0,55962.67,8073.59731731,58092.68,57797.83,56749.37428571429,56534.11666603482,57587.60072369155,1053.484057656722,2243.856158809431,61237.08660333316,52261.66196809543,57938.7307856926,58091.68,10.96977773120877,0.2720282512626262,0.1112142556517556,0.421527778,0.09375
77,2021-04-09,57670.51,58869.69,58083.1,8094.74629652,59778.6,58181.295714285705,56828.51238095238,56774.57626599137,57924.67756159889,1150.101295607521,2322.422425477405,61473.35723190719,52183.66752999757,59165.31026189753,59777.6,10.998386287825584,0.2648780273780273,-0.0017272142272142,0.31207483,0.027226345
78,2021-04-10,57875.41,61218.97,58092.68,12817.81106734,59985.26,58434.05571428571,56953.36666666668,57012.52151289511,58241.69026525367,1229.168752358557,2420.997669787116,61795.36200624091,52111.37132709244,59711.94342063251,59984.26,11.001837473455495,0.2756150306150306,0.1115188077688077,0.428030303,0.061916035
79,2021-04-11,59177.06,60658.89,59778.59,7278.96516665,59839.82,58536.45571428572,57226.21190476191,57222.04627932502,58487.55639195727,1265.510112632248,2407.369272153219,62040.95044906835,52411.47336045546,59797.19447354417,59838.82,10.999409893202596,0.3719958513708513,0.1327029220779221,0.304370748,0.004060374
80,2021-04-12,59369.0,61199.0,59983.66,11467.72752999,63588.22,59331.91857142857,57666.33952380952,57693.81327976309,59272.273907023606,1578.460627260516,2683.4441850830653,63033.22789397565,52299.451153643386,62324.54482451472,63587.22,11.060167785740155,0.2430673550986051,0.047632012085137,0.318462787,0.055288462
81,2021-04-13,59799.01,63774.39,59836.88,17897.76603088,62971.8,60334.21142857143,58175.65571428571,58084.92769265896,59841.43179013133,1756.5040974723745,2623.584064168157,63422.82384262203,52928.4875859494,62756.04827483824,62970.8,11.05042640586453,0.2787586805555555,0.0827054398148148,0.321924603,0.010102513
82,2021-04-14,61277.91,64899.0,63588.22,22570.84113444,63229.04,61069.34571428572,58742.514285714286,58466.11060699842,60362.60230150663,1896.491694508208,2340.099478991682,63422.71324369765,54062.31532773092,63071.37609161274,63228.04,11.054503152628198,0.354266871606773,0.1064217449900947,0.335301227,-0.062272727
83,2021-04-15,62036.73,63831.82,62971.8,11209.4505281,61427.27,61545.71571428572,59045.12523809524,58685.52906386619,60526.39733671101,1840.8682728448184,2250.963552078896,63547.052342253024,54543.19813393745,61975.30536387092,61426.27,11.025592872796318,0.3565840220385675,0.0736750623114259,0.300131313,0.042272727
84,2021-04-16,60048.43,63604.34,63229.04,19867.41322269,60058.86,61585.75285714286,59245.2361904762,58787.28876474804,60454.46851394441,1667.1797491963737,2137.245009028264,63519.72620853273,54970.74617241967,60697.67512129031,60057.86,11.00306370986689,0.3152641277641277,0.103531941031941,0.329131702,-0.0010169
85,2021-04-17,59700.0,62572.48,61427.27,10847.76785762,56274.41,61055.63142857143,59268.83571428571,58601.0962580813,59811.38257560328,1210.2863175219754,2099.4570242415484,63467.74976276881,55069.92166580261,57748.831707096775,56273.41,10.937977411266491,0.2867120009620009,0.0744916426166426,0.0,0.0
86,2021-04-18,51300.0,60437.97,60067.2,36891.70959047,55696.83,60463.77571428572,59177.56666666667,58385.90834519136,59178.374476122255,792.4661309309013,2213.577278916368,63604.72122449941,54750.41210883394,56380.83056903226,55695.83,10.927660557762737,0.3219565095398428,0.0391705948372615,0.378645833,0.063368056
87,2021-04-19,54187.85,57600.0,56273.65,16838.39171629,56499.29,59451.07142857143,59068.65380952381,58246.12450675157,58766.20762762184,520.083120870273,2288.772451050172,63646.19871162415,54491.10890742346,56459.80352301075,56498.29,10.941965651189795,0.2196236772486772,-0.0118994708994708,0.377741477,0.073442235
88,2021-04-20,53430.01,57111.0,55696.83,18608.27983583,53800.86,58140.93714285714,58830.59952380953,57916.770755874495,58002.307983162194,85.53722728769935,2561.8059714010733,63954.21146661168,53706.98758100738,54687.17450767025,53799.86,10.893026143916009,0.3807450444292549,0.1579093685919343,0.326463294,0.097544643
89,2021-04-21,53620.91,56810.56,56477.67,15584.08398293,51701.59,56494.158571428576,58496.08095238096,57456.29003489816,57032.96674484653,-423.3232900516232,2997.6572223171984,64491.39539701535,52500.76650774656,52696.78483589008,51700.59,10.853224472423667,0.256498556998557,0.0787395382395382,0.304761905,0.021949405
90,2021-04-22,50400.0,55469.98,53795.62,30427.89153907,51187.27,55031.30142857142,58124.949047619055,56991.82762519497,56133.62877614301,-858.198849051958,3391.238652797889,64907.42635321483,51342.47174202328,51690.44161196336,51186.27,10.843226611002688,0.3372224488474488,0.0498894554519554,0.314650072,0.07761063
